,y
2998,0
2999,0
3000,1
3001,1
3002,1
3003,1
3004,1
3005,1
3006,1
3007,0
3008,0
3009,1
3010,1
3011,0
3012,0
3013,1
3014,0
3015,1
3016,1
3017,1
3018,1
3019,1
3020,1
3021,0
3022,0
3023,1
3024,1
3025,1
3026,1
3027,0
3028,0
3029,1
3030,1
3031,1
3032,0
3033,1
3034,0
3035,0
3036,1
3037,0
3038,1
3039,1
3040,0
3041,0
3042,1
3043,0
3044,0
3045,0
3046,1
3047,0
3048,0
3049,0
3050,0
3051,0
3052,0
3053,0
3054,1
3055,0
3056,1
3057,1
3058,1
3059,1
3060,0
3061,0
3062,1
3063,0
3064,1
3065,1
3066,1
3067,1
3068,0
3069,0
3070,1
3071,1
3072,1
3073,1
3074,1
3075,1
3076,0
3077,0
3078,1
3079,1
3080,0
3081,0
3082,0
3083,1
3084,0
3085,0
3086,1
3087,0
3088,0
3089,1
3090,0
3091,1
3092,0
3093,1
3094,0
3095,1
3096,0
3097,1
3098,1
3099,0
3100,0
3101,1
3102,1
3103,0
3104,1
3105,0
3106,1
3107,1
3108,0
3109,0
3110,0
3111,1
3112,1
3113,0
3114,1
3115,0
3116,0
3117,0
3118,0
3119,0
3120,1
3121,1
3122,0
3123,0
3124,1
3125,1
3126,1
3127,1
3128,0
3129,0
3130,0
3131,0
3132,0
3133,1
3134,1
3135,0
3136,0
3137,0
3138,1
3139,1
3140,0
3141,1
3142,1
3143,0
3144,1
3145,0
3146,0
3147,0
3148,0
3149,1
3150,1
3151,0
3152,0
3153,1
3154,0
3155,0
3156,1
3157,0
3158,0
3159,1
3160,1
3161,0
3162,1
3163,0
3164,1
3165,1
3166,0
3167,0
3168,0
3169,0
3170,1
3171,0
3172,0
3173,0
3174,1
3175,0
3176,0
3177,0
3178,0
3179,1
3180,0
3181,0
3182,0
3183,1
3184,0
3185,1
3186,0
3187,0
3188,1
3189,1
3190,1
3191,1
3192,1
3193,1
3194,1
3195,0
3196,1
3197,1
3198,1
3199,0
3200,1
3201,1
3202,1
3203,0
3204,1
3205,0
3206,0
3207,1
3208,1
3209,0
3210,1
3211,1
3212,0
3213,1
3214,0
3215,1
3216,1
3217,1
3218,0
3219,0
3220,0
3221,0
3222,1
3223,0
3224,0
3225,1
3226,0
3227,1
3228,0
3229,0
3230,1
3231,0
3232,0
3233,0
3234,0
3235,1
3236,1
3237,0
3238,1
3239,0
3240,0
3241,0
3242,0
3243,0
3244,0
3245,0
3246,0
3247,0
3248,0
3249,1
3250,0
3251,0
3252,1
3253,1
3254,0
3255,1
3256,0
3257,1
3258,0
3259,1
3260,0
3261,1
3262,1
3263,0
3264,0
3265,1
3266,1
3267,0
3268,0
3269,0
3270,1
3271,1
3272,0
3273,0
3274,0
3275,0
3276,0
3277,1
3278,1
3279,1
3280,1
3281,0
3282,1
3283,0
3284,1
3285,1
3286,0
3287,1
3288,1
3289,1
3290,0
3291,0
3292,0
3293,1
3294,0
3295,1
3296,0
3297,0
3298,1
3299,1
3300,0
3301,1
3302,0
3303,0
3304,1
3305,0
3306,1
3307,1
3308,0
3309,0
3310,0
3311,0
3312,0
3313,0
3314,1
3315,1
3316,1
3317,1
3318,1
3319,0
3320,0
3321,0
3322,1
3323,0
3324,0
3325,1
3326,1
3327,0
3328,0
3329,0
3330,1
3331,1
3332,0
3333,1
3334,1
3335,1
3336,0
3337,1
3338,0
3339,1
3340,1
3341,1
3342,1
3343,0
3344,0
3345,0
3346,1
3347,0
3348,0
3349,1
3350,0
3351,0
3352,1
3353,0
3354,0
3355,1
3356,1
3357,0
3358,0
3359,0
3360,1
3361,1
3362,1
3363,0
3364,1
3365,1
3366,1
3367,1
3368,0
3369,1
3370,0
3371,1
3372,0
3373,0
3374,0
3375,0
3376,1
3377,1
3378,1
3379,1
3380,0
3381,0
3382,0
3383,0
3384,0
3385,0
3386,1
3387,0
3388,0
3389,1
3390,0
3391,0
3392,0
3393,1
3394,1
3395,1
3396,0
3397,0
3398,0
3399,0
3400,1
3401,1
3402,0
3403,0
3404,0
3405,1
3406,1
3407,1
3408,1
3409,1
3410,1
3411,0
3412,1
3413,1
3414,1
3415,0
3416,1
3417,0
3418,0
3419,1
3420,0
3421,1
3422,1
3423,0
3424,0
3425,0
3426,0
3427,1
3428,1
3429,0
3430,1
3431,0
3432,1
3433,0
3434,0
3435,0
3436,1
3437,1
3438,0
3439,1
3440,0
3441,1
3442,0
3443,0
3444,1
3445,1
3446,1
3447,1
3448,0
3449,1
3450,0
3451,1
3452,1
3453,1
3454,1
3455,0
3456,0
3457,1
3458,1
3459,1
3460,0
3461,1
3462,1
3463,1
3464,0
3465,1
3466,0
3467,0
3468,0
3469,0
3470,0
3471,1
3472,1
3473,1
3474,0
3475,0
3476,1
3477,0
3478,0
3479,1
3480,1
3481,1
3482,1
3483,1
3484,1
3485,0
3486,0
3487,1
3488,1
3489,1
3490,1
3491,1
3492,1
3493,1
3494,0
3495,1
3496,0
3497,0
3498,0
3499,0
3500,0
3501,0
3502,0
3503,0
3504,0
3505,1
3506,1
3507,0
3508,1
3509,1
3510,1
3511,1
3512,0
3513,0
3514,1
3515,0
3516,0
3517,1
3518,1
3519,0
3520,1
3521,1
3522,0
3523,0
3524,1
3525,0
3526,0
3527,1
3528,0
3529,0
3530,1
3531,0
3532,1
3533,0
3534,0
3535,0
3536,0
3537,0
3538,0
3539,0
3540,1
3541,1
3542,1
3543,0
3544,0
3545,1
3546,1
3547,0
3548,0
3549,1
3550,0
3551,1
3552,0
3553,1
3554,0
3555,0
3556,0
3557,1
3558,1
3559,0
3560,0
3561,0
3562,0
3563,1
3564,1
3565,0
3566,0
3567,0
3568,1
3569,0
3570,0
3571,0
3572,1
3573,0
3574,1
3575,1
3576,0
3577,1
3578,1
3579,1
3580,1
3581,1
3582,1
3583,1
3584,0
3585,1
3586,1
3587,0
3588,0
3589,1
3590,0
3591,0
3592,0
3593,1
3594,1
3595,0
3596,1
3597,0
3598,0
3599,0
3600,0
3601,0
3602,0
3603,0
3604,1
3605,0
3606,0
3607,0
3608,1
3609,0
3610,0
3611,1
3612,0
3613,1
3614,0
3615,0
3616,0
3617,0
3618,0
3619,0
3620,1
3621,0
3622,0
3623,0
3624,0
3625,1
3626,1
3627,1
3628,1
3629,0
3630,1
3631,0
3632,0
3633,1
3634,1
3635,0
3636,1
3637,1
3638,0
3639,0
3640,0
3641,1
3642,1
3643,0
3644,1
3645,0
3646,1
3647,1
3648,1
3649,1
3650,0
3651,1
3652,0
3653,0
3654,0
3655,1
3656,0
3657,0
3658,1
3659,0
3660,1
3661,1
3662,0
3663,1
3664,0
3665,0
3666,0
3667,0
3668,0
3669,0
3670,0
3671,0
3672,0
3673,1
3674,0
3675,1
3676,0
3677,1
3678,1
3679,0
3680,1
3681,0
3682,1
3683,0
3684,0
3685,1
3686,0
3687,0
3688,1
3689,0
3690,0
3691,0
3692,1
3693,0
3694,1
3695,0
3696,1
3697,0
3698,0
3699,1
3700,0
3701,0
3702,1
3703,0
3704,0
3705,1
3706,1
3707,1
3708,1
3709,1
3710,1
3711,1
3712,0
3713,1
3714,1
3715,0
3716,1
3717,0
3718,0
3719,1
3720,0
3721,1
3722,0
3723,1
3724,1
3725,0
3726,0
3727,0
3728,1
3729,0
3730,0
3731,1
3732,1
3733,1
3734,0
3735,0
3736,1
3737,1
3738,1
3739,0
3740,1
3741,1
3742,1
3743,1
3744,1
3745,1
3746,0
3747,0
3748,1
3749,1
3750,1
3751,1
3752,1
3753,0
3754,1
3755,0
3756,1
3757,1
3758,1
3759,0
3760,0
3761,0
3762,0
3763,0
3764,1
3765,0
3766,0
3767,0
3768,1
3769,0
3770,0
3771,0
3772,1
3773,0
3774,0
3775,0
3776,1
3777,0
3778,1
3779,0
3780,1
3781,0
3782,1
3783,0
3784,0
3785,0
3786,1
3787,0
3788,0
3789,1
3790,1
3791,1
3792,1
3793,0
3794,1
3795,0
3796,0
3797,0
3798,1
3799,1
3800,1
3801,1
3802,1
3803,1
3804,1
3805,1
3806,0
3807,0
3808,0
3809,0
3810,0
3811,1
3812,1
3813,1
3814,0
3815,0
3816,1
3817,0
3818,0
3819,0
3820,1
3821,1
3822,1
3823,1
3824,1
3825,0
3826,1
3827,0
3828,0
3829,0
3830,1
3831,1
3832,0
3833,1
3834,0
3835,0
3836,1
3837,1
3838,1
3839,0
3840,0
3841,1
3842,0
3843,1
3844,1
3845,0
3846,1
3847,0
3848,1
3849,1
3850,1
3851,1
3852,0
3853,0
3854,0
3855,1
3856,1
3857,1
3858,0
3859,1
3860,0
3861,1
3862,1
3863,1
3864,1
3865,0
3866,0
3867,0
3868,0
3869,1
3870,1
3871,0
3872,1
3873,0
3874,0
3875,0
3876,1
3877,1
3878,1
3879,0
3880,1
3881,1
3882,0
3883,0
3884,1
3885,0
3886,1
3887,0
3888,0
3889,1
3890,1
3891,1
3892,0
3893,0
3894,1
3895,0
3896,1
3897,0
3898,0
3899,1
3900,0
3901,1
3902,0
3903,1
3904,1
3905,1
3906,0
3907,1
3908,0
3909,1
3910,0
3911,1
3912,0
3913,1
3914,0
3915,0
3916,0
3917,0
3918,1
3919,1
3920,1
3921,1
3922,1
3923,1
3924,0
3925,1
3926,1
3927,0
3928,0
3929,1
3930,0
3931,0
3932,0
3933,0
3934,0
3935,1
3936,0
3937,0
3938,0
3939,0
3940,0
3941,1
3942,1
3943,0
3944,0
3945,0
3946,0
3947,1
3948,0
3949,0
3950,0
3951,1
3952,0
3953,1
3954,1
3955,1
3956,0
3957,1
3958,1
3959,0
3960,1
3961,0
3962,1
3963,1
3964,1
3965,1
3966,1
3967,0
3968,0
3969,1
3970,0
3971,0
3972,0
3973,0
3974,1
3975,0
3976,0
3977,0
3978,0
3979,1
3980,1
3981,0
3982,0
3983,0
3984,0
3985,0
3986,1
3987,1
3988,0
3989,0
3990,0
3991,0
3992,1
3993,1
3994,1
3995,1
3996,0
3997,0
3998,1
3999,1
4000,0
4001,0
4002,0
4003,0
4004,1
4005,1
4006,0
4007,0
4008,1
4009,0
4010,1
4011,1
4012,0
4013,1
4014,1
4015,1
4016,1
4017,1
4018,1
4019,1
4020,1
4021,1
4022,0
4023,1
4024,1
4025,1
4026,0
4027,0
4028,0
4029,0
4030,1
4031,0
4032,1
4033,0
4034,0
4035,1
4036,1
4037,0
4038,1
4039,1
4040,0
4041,0
4042,1
4043,0
4044,1
4045,0
4046,0
4047,0
4048,1
4049,1
4050,1
4051,1
4052,0
4053,1
4054,0
4055,0
4056,0
4057,1
4058,1
4059,1
4060,0
4061,1
4062,0
4063,1
4064,1
4065,0
4066,0
4067,1
4068,1
4069,0
4070,1
4071,1
4072,0
4073,1
4074,0
4075,0
4076,1
4077,1
4078,0
4079,0
4080,1
4081,0
4082,0
4083,0
4084,1
4085,1
4086,0
4087,1
4088,1
4089,1
4090,1
4091,0
4092,0
4093,0
4094,1
4095,0
4096,1
4097,1
4098,1
4099,1
4100,0
4101,1
4102,0
4103,0
4104,1
4105,1
4106,1
4107,0
4108,0
4109,0
4110,1
4111,0
4112,0
4113,1
4114,0
4115,1
4116,1
4117,1
4118,0
4119,0
4120,1
4121,1
4122,1
4123,1
4124,1
4125,0
4126,1
4127,1
4128,0
4129,0
4130,1
4131,0
4132,1
4133,0
4134,0
4135,0
4136,0
4137,0
4138,0
4139,0
4140,0
4141,1
4142,1
4143,1
4144,1
4145,0
4146,0
4147,1
4148,1
4149,1
4150,0
4151,0
4152,0
4153,0
4154,1
4155,0
4156,0
4157,0
4158,0
4159,1
4160,1
4161,0
4162,1
4163,1
4164,1
4165,1
4166,0
4167,0
4168,1
4169,1
4170,1
4171,1
4172,0
4173,1
4174,0
4175,1
4176,1
4177,1
4178,0
4179,1
4180,1
4181,1
4182,0
4183,1
4184,0
4185,0
4186,0
4187,1
4188,0
4189,1
4190,1
4191,1
4192,0
4193,0
4194,0
4195,0
4196,1
4197,0
4198,1
4199,1
4200,1
4201,0
4202,0
4203,0
4204,1
4205,0
4206,0
4207,0
4208,0
4209,1
4210,0
4211,0
4212,1
4213,0
4214,1
4215,0
4216,1
4217,1
4218,1
4219,0
4220,1
4221,0
4222,0
4223,0
4224,0
4225,0
4226,1
4227,1
4228,1
4229,1
4230,1
4231,0
4232,0
4233,1
4234,0
4235,1
4236,1
4237,0
4238,1
4239,0
4240,1
4241,0
4242,0
4243,0
4244,0
4245,0
4246,1
4247,0
4248,1
4249,1
4250,0
4251,1
4252,0
4253,0
4254,1
4255,1
4256,1
4257,1
4258,1
4259,1
4260,0
4261,1
4262,0
4263,1
4264,0
4265,0
4266,0
4267,0
4268,0
4269,0
4270,1
4271,1
4272,1
4273,0
4274,0
4275,0
4276,1
4277,0
4278,1
4279,1
4280,0
4281,0
4282,0
4283,1
4284,0
4285,0
4286,1
4287,0
4288,1
4289,0
4290,1
4291,1
4292,1
4293,0
4294,1
4295,1
4296,0
4297,0
4298,1
4299,1
4300,0
4301,1
4302,1
4303,0
4304,1
4305,1
4306,1
4307,1
4308,1
4309,1
4310,1
4311,0
4312,1
4313,1
4314,1
4315,1
4316,1
4317,0
4318,1
4319,0
4320,0
4321,0
4322,0
4323,1
4324,0
4325,0
4326,0
4327,0
4328,1
4329,0
4330,1
4331,1
4332,1
4333,1
4334,1
4335,1
4336,1
4337,0
4338,1
4339,1
4340,0
4341,1
4342,0
4343,1
4344,1
4345,0
4346,0
4347,0
4348,1
4349,1
4350,1
4351,1
4352,1
4353,0
4354,1
4355,1
4356,1
4357,0
4358,0
4359,0
4360,1
4361,0
4362,1
4363,0
4364,1
4365,1
4366,0
4367,0
4368,0
4369,1
4370,1
4371,1
4372,1
4373,0
4374,1
4375,1
4376,0
4377,1
4378,0
4379,1
4380,1
4381,0
4382,1
4383,0
4384,1
4385,1
4386,1
4387,1
4388,1
4389,0
4390,0
4391,1
4392,1
4393,0
4394,0
4395,0
4396,1
4397,0
4398,0
4399,1
4400,1
4401,1
4402,1
4403,0
4404,1
4405,0
4406,1
4407,1
4408,0
4409,1
4410,0
4411,1
4412,0
4413,0
4414,1
4415,1
4416,1
4417,0
4418,0
4419,0
4420,1
4421,1
4422,0
4423,0
4424,1
4425,0
4426,1
4427,1
4428,1
4429,1
4430,0
4431,1
4432,0
4433,1
4434,1
4435,0
4436,1
4437,0
4438,0
4439,1
4440,0
4441,0
4442,1
4443,0
4444,0
4445,0
4446,0
4447,0
4448,1
4449,0
4450,1
4451,1
4452,0
4453,1
4454,0
4455,0
4456,1
4457,1
4458,0
4459,0
4460,1
4461,1
4462,1
4463,1
4464,0
4465,1
4466,0
4467,0
4468,1
4469,0
4470,1
4471,1
4472,0
4473,0
4474,0
4475,0
4476,1
4477,1
4478,1
4479,1
4480,0
4481,0
4482,0
4483,0
4484,1
4485,0
4486,1
4487,0
4488,1
4489,0
4490,0
4491,1
4492,1
4493,0
4494,1
4495,0
4496,0
4497,0
4498,0
4499,0
4500,0
4501,1
4502,0
4503,0
4504,1
4505,0
4506,0
4507,1
4508,1
4509,1
4510,0
4511,1
4512,1
4513,0
4514,0
4515,0
4516,1
4517,0
4518,0
4519,0
4520,1
4521,1
4522,0
4523,1
4524,0
4525,0
4526,1
4527,1
4528,1
4529,1
4530,0
4531,0
4532,0
4533,1
4534,1
4535,0
4536,1
4537,1
4538,1
4539,1
4540,1
4541,0
4542,0
4543,0
4544,1
4545,1
4546,1
4547,1
4548,0
4549,1
4550,0
4551,0
4552,0
4553,1
4554,1
4555,1
4556,0
4557,0
4558,1
4559,0
4560,1
4561,1
4562,0
4563,1
4564,1
4565,1
4566,0
4567,1
4568,1
4569,0
4570,0
4571,1
4572,1
4573,1
4574,1
4575,1
4576,0
4577,1
4578,1
4579,1
4580,0
4581,1
4582,0
4583,1
4584,1
4585,0
4586,1
4587,1
4588,1
4589,1
4590,1
4591,1
4592,0
4593,1
4594,0
4595,1
4596,0
4597,1
4598,1
4599,0
4600,1
4601,1
4602,1
4603,1
4604,0
4605,1
4606,0
4607,1
4608,0
4609,0
4610,0
4611,0
4612,0
4613,1
4614,0
4615,1
4616,1
4617,1
4618,1
4619,1
4620,0
4621,1
4622,0
4623,0
4624,1
4625,0
4626,1
4627,1
4628,1
4629,0
4630,1
4631,1
4632,0
4633,1
4634,0
4635,0
4636,1
4637,1
4638,0
4639,1
4640,1
4641,0
4642,0
4643,0
4644,0
4645,1
4646,1
4647,0
4648,0
4649,0
4650,0
4651,0
4652,0
4653,0
4654,1
4655,0
4656,0
4657,1
4658,0
4659,0
4660,1
4661,0
4662,0
4663,1
4664,1
4665,0
4666,0
4667,0
4668,0
4669,0
4670,0
4671,0
4672,0
4673,1
4674,0
4675,0
4676,0
4677,1
4678,1
4679,1
4680,0
4681,1
4682,1
4683,1
4684,0
4685,1
4686,0
4687,0
4688,0
4689,1
4690,1
4691,1
4692,1
4693,0
4694,1
4695,1
4696,1
4697,1
4698,0
4699,0
4700,1
4701,0
4702,0
4703,1
4704,0
4705,1
4706,1
4707,0
4708,0
4709,1
4710,1
4711,1
4712,1
4713,1
4714,1
4715,1
4716,1
4717,0
4718,0
4719,0
4720,1
4721,0
4722,1
4723,1
4724,0
4725,0
4726,0
4727,0
4728,1
4729,1
4730,0
4731,0
4732,1
4733,0
4734,0
4735,1
4736,0
4737,1
4738,1
4739,0
4740,0
4741,1
4742,0
4743,0
4744,0
4745,1
4746,0
4747,1
4748,1
4749,1
4750,1
4751,0
4752,0
4753,1
4754,0
4755,0
4756,1
4757,0
4758,1
4759,1
4760,0
4761,1
4762,0
4763,1
4764,1
4765,0
4766,0
4767,1
4768,0
4769,1
4770,0
4771,0
4772,1
4773,0
4774,1
4775,1
4776,0
4777,1
4778,1
4779,1
4780,1
4781,0
4782,1
4783,1
4784,0
4785,1
4786,0
4787,1
4788,0
4789,0
4790,0
4791,0
4792,0
4793,0
4794,0
4795,0
4796,0
4797,0
4798,1
4799,0
4800,1
4801,0
4802,1
4803,1
4804,1
4805,1
4806,0
4807,1
4808,1
4809,1
4810,1
4811,0
4812,0
4813,1
4814,0
4815,1
4816,0
4817,1
4818,1
4819,1
4820,0
4821,1
4822,1
4823,0
4824,0
4825,0
4826,1
4827,0
4828,0
4829,0
4830,0
4831,1
4832,1
4833,0
4834,0
4835,0
4836,1
4837,0
4838,0
4839,1
4840,1
4841,0
4842,0
4843,0
4844,0
4845,0
4846,0
4847,0
4848,1
4849,1
4850,1
4851,0
4852,0
4853,0
4854,1
4855,1
4856,1
4857,0
4858,1
4859,0
4860,0
4861,0
4862,1
4863,1
4864,0
4865,1
4866,0
4867,1
4868,1
4869,0
4870,0
4871,1
4872,1
4873,1
4874,1
4875,1
4876,0
4877,1
4878,0
4879,1
4880,0
4881,0
4882,0
4883,0
4884,0
4885,0
4886,0
4887,1
4888,0
4889,1
4890,0
4891,0
4892,0
4893,1
4894,1
4895,1
4896,1
4897,0
4898,0
4899,1
4900,1
4901,1
4902,1
4903,1
4904,1
4905,1
4906,0
4907,0
4908,1
4909,1
4910,0
4911,0
4912,1
4913,1
4914,1
4915,0
4916,1
4917,1
4918,0
4919,1
4920,1
4921,0
4922,1
4923,0
4924,1
4925,0
4926,1
4927,1
4928,1
4929,0
4930,1
4931,0
4932,0
4933,0
4934,1
4935,1
4936,1
4937,1
4938,1
4939,1
4940,1
4941,0
4942,0
4943,1
4944,1
4945,0
4946,1
4947,1
4948,0
4949,1
4950,0
4951,0
4952,0
4953,0
4954,1
4955,0
4956,1
4957,1
4958,0
4959,1
4960,1
4961,0
4962,1
4963,1
4964,0
4965,0
4966,0
4967,0
4968,0
4969,1
4970,1
4971,0
4972,1
4973,1
4974,0
4975,1
4976,0
4977,0
4978,1
4979,0
4980,0
4981,0
4982,1
4983,0
4984,1
4985,1
4986,1
4987,1
4988,0
4989,0
4990,0
4991,1
4992,0
4993,1
4994,1
4995,1
4996,0
4997,0
4998,1
4999,0
5000,1
5001,1
5002,0
5003,1
5004,1
5005,0
5006,0
5007,0
5008,1
5009,0
5010,1
5011,1
5012,1
5013,1
5014,1
5015,0
5016,1
5017,0
5018,0
5019,1
5020,1
5021,0
5022,1
5023,1
5024,0
5025,1
5026,0
5027,0
5028,1
5029,1
5030,1
5031,0
5032,0
5033,1
5034,1
5035,1
5036,1
5037,0
5038,0
5039,0
5040,1
5041,0
5042,1
5043,0
5044,0
5045,1
5046,0
5047,0
5048,0
5049,1
5050,1
5051,0
5052,1
5053,0
5054,1
5055,0
5056,1
5057,1
5058,0
5059,0
5060,1
5061,1
5062,0
5063,0
5064,1
5065,1
5066,0
5067,0
5068,0
5069,0
5070,0
5071,0
5072,1
5073,0
5074,1
5075,0
5076,0
5077,1
5078,1
5079,0
5080,1
5081,1
5082,1
5083,0
5084,0
5085,0
5086,0
5087,1
5088,1
5089,0
5090,1
5091,0
5092,1
5093,0
5094,1
5095,0
5096,0
5097,1
5098,1
5099,1
5100,0
5101,0
5102,0
5103,0
5104,0
5105,0
5106,0
5107,0
5108,1
5109,0
5110,0
5111,0
5112,1
5113,0
5114,0
5115,0
5116,0
5117,0
5118,0
5119,1
5120,1
5121,0
5122,1
5123,1
5124,0
5125,0
5126,0
5127,0
5128,0
5129,1
5130,1
5131,0
5132,0
5133,0
5134,0
5135,1
5136,0
5137,0
5138,0
5139,1
5140,0
5141,1
5142,1
5143,1
5144,1
5145,1
5146,0
5147,1
5148,1
5149,1
5150,0
5151,0
5152,0
5153,1
5154,1
5155,0
5156,1
5157,0
5158,1
5159,1
5160,0
5161,0
5162,0
5163,0
5164,1
5165,0
5166,0
5167,1
5168,0
5169,0
5170,1
5171,1
5172,0
5173,0
5174,1
5175,0
5176,0
5177,0
5178,0
5179,0
5180,1
5181,1
5182,0
5183,0
5184,0
5185,0
5186,1
5187,0
5188,1
5189,1
5190,0
5191,1
5192,1
5193,1
5194,0
5195,0
5196,0
5197,1
5198,0
5199,1
5200,1
5201,0
5202,1
5203,0
5204,1
5205,1
5206,0
5207,1
5208,1
5209,0
5210,1
5211,0
5212,1
5213,0
5214,0
5215,0
5216,1
5217,0
5218,1
5219,0
5220,0
5221,0
5222,0
5223,0
5224,1
5225,1
5226,1
5227,0
5228,0
5229,1
5230,1
5231,0
5232,1
5233,1
5234,0
5235,0
5236,1
5237,0
5238,0
5239,0
5240,1
5241,1
5242,0
5243,1
5244,0
5245,0
5246,1
5247,1
5248,0
5249,1
5250,1
5251,0
5252,0
5253,0
5254,1
5255,1
5256,1
5257,1
5258,0
5259,0
5260,0
5261,0
5262,0
5263,1
5264,0
5265,0
5266,0
5267,0
5268,0
5269,0
5270,0
5271,0
5272,0
5273,1
5274,1
5275,1
5276,1
5277,0
5278,1
5279,0
5280,1
5281,1
5282,0
5283,1
5284,1
5285,1
5286,1
5287,0
5288,0
5289,1
5290,1
5291,0
5292,0
5293,0
5294,1
5295,1
5296,0
5297,0
5298,0
5299,1
5300,0
5301,0
5302,1
5303,0
5304,1
5305,1
5306,0
5307,1
5308,0
5309,0
5310,1
5311,0
5312,0
5313,1
5314,0
5315,0
5316,0
5317,0
5318,0
5319,1
5320,1
5321,0
5322,0
5323,0
5324,0
5325,1
5326,1
5327,1
5328,1
5329,1
5330,1
5331,0
5332,1
5333,1
5334,1
5335,1
5336,0
5337,0
5338,1
5339,1
5340,1
5341,1
5342,0
5343,1
5344,0
5345,1
5346,0
5347,0
5348,1
5349,1
5350,0
5351,1
5352,1
5353,0
5354,1
5355,0
5356,1
5357,1
5358,1
5359,1
5360,0
5361,1
5362,0
5363,0
5364,1
5365,0
5366,1
5367,1
5368,0
5369,1
5370,0
5371,0
5372,0
5373,0
5374,0
5375,1
5376,1
5377,0
5378,1
5379,0
5380,1
5381,1
5382,1
5383,1
5384,1
5385,1
5386,0
5387,0
5388,1
5389,0
5390,0
5391,1
5392,0
5393,1
5394,0
5395,1
5396,1
5397,1
5398,0
5399,1
5400,0
5401,1
5402,0
5403,1
5404,0
5405,0
5406,1
5407,0
5408,1
5409,1
5410,0
5411,0
5412,0
5413,1
5414,1
5415,0
5416,1
5417,1
5418,1
5419,0
5420,0
5421,0
5422,0
5423,1
5424,0
5425,1
5426,1
5427,0
5428,0
5429,1
5430,0
5431,0
5432,1
5433,0
5434,1
5435,1
5436,0
5437,0
5438,1
5439,0
5440,0
5441,1
5442,0
5443,0
5444,0
5445,0
5446,1
5447,1
5448,0
5449,0
5450,1
5451,0
5452,0
5453,0
5454,0
5455,0
5456,1
5457,0
5458,0
5459,0
5460,1
5461,0
5462,0
5463,0
5464,0
5465,0
5466,1
5467,0
5468,0
5469,1
5470,0
5471,0
5472,1
5473,0
5474,1
5475,0
5476,0
5477,1
5478,1
5479,0
5480,1
5481,1
5482,1
5483,0
5484,0
5485,0
5486,1
5487,1
5488,0
5489,1
5490,1
5491,1
5492,1
5493,1
5494,1
5495,0
5496,0
5497,1
5498,1
5499,0
5500,0
5501,1
5502,1
5503,1
5504,0
5505,1
5506,0
5507,0
5508,1
5509,0
5510,0
5511,1
5512,0
5513,0
5514,1
5515,0
5516,1
5517,0
5518,0
5519,1
5520,0
5521,0
5522,1
5523,0
5524,0
5525,0
5526,0
5527,1
5528,1
5529,0
5530,0
5531,1
5532,1
5533,0
5534,1
5535,1
5536,1
5537,1
5538,1
5539,1
5540,1
5541,0
5542,1
5543,0
5544,1
5545,1
5546,1
5547,1
5548,1
5549,1
5550,0
5551,0
5552,0
5553,1
5554,0
5555,0
5556,0
5557,1
5558,0
5559,0
5560,1
5561,0
5562,1
5563,1
5564,0
5565,1
5566,0
5567,0
5568,1
5569,1
5570,0
5571,1
5572,0
5573,0
5574,0
5575,1
5576,0
5577,0
5578,0
5579,0
5580,0
5581,1
5582,1
5583,0
5584,0
5585,0
5586,0
5587,1
5588,0
5589,1
5590,0
5591,0
5592,0
5593,1
5594,1
5595,0
5596,0
5597,0
5598,0
5599,0
5600,0
5601,1
5602,1
5603,0
5604,1
5605,0
5606,0
5607,1
5608,0
5609,1
5610,1
5611,1
5612,0
5613,1
5614,0
5615,1
5616,0
5617,1
5618,1
5619,1
5620,1
5621,0
5622,0
5623,0
5624,1
5625,1
5626,0
5627,0
5628,0
5629,0
5630,1
5631,1
5632,1
5633,0
5634,1
5635,1
5636,0
5637,1
5638,0
5639,0
5640,0
5641,0
5642,0
5643,0
5644,1
5645,1
5646,0
5647,0
5648,0
5649,1
5650,0
5651,1
5652,1
5653,1
5654,1
5655,1
5656,0
5657,1
5658,1
5659,1
5660,0
5661,1
5662,1
5663,1
5664,1
5665,0
5666,0
5667,1
5668,1
5669,1
5670,0
5671,0
5672,0
5673,0
5674,0
5675,0
5676,0
5677,1
5678,1
5679,0
5680,0
5681,0
5682,0
5683,1
5684,0
5685,0
5686,0
5687,1
5688,1
5689,1
5690,0
5691,0
5692,0
5693,1
5694,0
5695,1
5696,0
5697,0
5698,0
5699,0
5700,1
5701,0
5702,0
5703,1
5704,1
5705,0
5706,0
5707,0
5708,0
5709,0
5710,0
5711,1
5712,0
5713,1
5714,0
5715,0
5716,1
5717,1
5718,0
5719,1
5720,1
5721,0
5722,1
5723,0
5724,1
5725,1
5726,0
5727,0
5728,0
5729,1
5730,1
5731,0
5732,0
5733,1
5734,1
5735,0
5736,1
5737,0
5738,1
5739,1
5740,1
5741,0
5742,1
5743,0
5744,1
5745,1
5746,1
5747,0
5748,1
5749,0
5750,1
5751,1
5752,1
5753,0
5754,0
5755,0
5756,1
5757,1
5758,0
5759,1
5760,1
5761,1
5762,0
5763,1
5764,0
5765,0
5766,1
5767,1
5768,0
5769,0
5770,1
5771,0
5772,1
5773,0
5774,1
5775,1
5776,0
5777,1
5778,0
5779,0
5780,0
5781,1
5782,1
5783,1
5784,0
5785,1
5786,0
5787,1
5788,1
5789,1
5790,1
5791,0
5792,1
5793,0
5794,0
5795,1
5796,0
