"model_id","var_names","sage_value_unadjusted","sage_sd","perf_metric"
1,"Age",0.00496701633373898,0.000250499720627869,1.00697346090307
1,"Gender",3.71870029810535e-05,4.65152276281611e-05,1.00697346090307
1,"Race",0.000149777757644451,7.52386002204741e-05,1.00697346090307
1,"ED_LOS",0.00112593593981349,0.00011056761441399,1.00697346090307
1,"Triage_Class_Code",0.00156875338403053,8.52831663995422e-05,1.00697346090307
1,"EDBoardingTime",0.000222326790028919,4.07282395521853e-05,1.00697346090307
1,"ConsultationWaitingTime",5.05091750443765e-05,1.03014724169976e-05,1.00697346090307
1,"n_ed_6mth",0.0283286326793875,0.000726610260310248,1.00697346090307
1,"DayofWeek",-0.000609783960483329,8.30329711043973e-05,1.00697346090307
1,"LOS_inp",0.000811755741650185,8.70518681561964e-05,1.00697346090307
1,"VENTILATION",0,0,1.00697346090307
1,"resuscitation",0.000128831378002423,3.08094572930425e-05,1.00697346090307
1,"Total_Num_Surgery_last1yr",-0.000741980374648706,6.1946878768131e-05,1.00697346090307
1,"Total_icu_count_last1yr",-1.59018062711302e-05,8.47693556598742e-06,1.00697346090307
1,"Total_hd_count_last1yr",0.000203716230978955,2.53361487622001e-05,1.00697346090307
1,"Pulse",0.000269988010445827,3.36093225735117e-05,1.00697346090307
1,"Respiration",0.000149431058156351,8.05466818689522e-05,1.00697346090307
1,"SPO2",7.18837061611188e-07,2.41918809272158e-06,1.00697346090307
1,"BP_Diastolic",-0.000382334008547557,2.35333469840263e-05,1.00697346090307
1,"BP_Systolic",0.0016375510692933,0.000136505234744074,1.00697346090307
1,"BICARBONATE",-0.00026880903872632,3.28192325397044e-05,1.00697346090307
1,"CREATININE",0.00173653254293535,0.000149387471841076,1.00697346090307
1,"POTASSIUM",4.00955348045726e-05,2.54557985780331e-05,1.00697346090307
1,"SODIUM",0.00225962650662888,0.000142902338079504,1.00697346090307
1,"MI",-2.76636647600815e-05,2.72315500582295e-06,1.00697346090307
1,"CHF",0.00318090705437056,0.000136469867958971,1.00697346090307
1,"PVD",0.00211817091001637,0.000141963480575787,1.00697346090307
1,"Stroke",-3.11194729718818e-05,4.55539953340734e-06,1.00697346090307
1,"Dementia",0.000776460250164844,7.94581964311313e-05,1.00697346090307
1,"Pulmonary",0.000634224050218671,5.52603699024835e-05,1.00697346090307
1,"Rheumatic",-0.000101810233926621,2.02937671544047e-05,1.00697346090307
1,"PUD",4.15739473163831e-05,2.88627551209465e-05,1.00697346090307
1,"LiverMild",0.000833813425275095,0.000115067094338056,1.00697346090307
1,"Diabetes",-4.41871154955565e-05,4.06561142781747e-06,1.00697346090307
1,"DMcx",0.00142533935859779,7.53978319525525e-05,1.00697346090307
1,"Paralysis",-3.23906962037505e-05,2.46923446442085e-05,1.00697346090307
1,"Renal",0.00215212633785565,7.84522791216563e-05,1.00697346090307
1,"Cancer",0.00097183512000783,0.000140836114656408,1.00697346090307
1,"LiverSevere",0.000929768251383743,5.06223816719523e-05,1.00697346090307
1,"Mets",0.00678770250578912,0.000455951567990026,1.00697346090307
1,"admit_cat",0.000868081732461075,0.000120040946586946,1.00697346090307
10,"Age",0.0043325060516429,0.000369974313548404,1.01588471187623
10,"Gender",-0.000134437202786216,2.16215560251363e-05,1.01588471187623
10,"Race",0.000103506153123887,6.97915874387973e-05,1.01588471187623
10,"ED_LOS",0.000735841885908089,6.17595749679785e-05,1.01588471187623
10,"Triage_Class_Code",0.00134834122978899,6.71264601111037e-05,1.01588471187623
10,"EDBoardingTime",0.000223860710217511,3.40075879971285e-05,1.01588471187623
10,"ConsultationWaitingTime",-3.50404605957107e-05,5.05015257418498e-06,1.01588471187623
10,"n_ed_6mth",0.0240177423576997,0.000614548646460066,1.01588471187623
10,"DayofWeek",0.000710862358077717,8.64600221434166e-05,1.01588471187623
10,"LOS_inp",-0.0006340170457724,4.30857602000836e-05,1.01588471187623
10,"VENTILATION",0,0,1.01588471187623
10,"resuscitation",-0.000189814184144815,2.63183622560405e-05,1.01588471187623
10,"Total_Num_Surgery_last1yr",0.000162647400511516,2.26745080427273e-05,1.01588471187623
10,"Total_icu_count_last1yr",-1.0554574886589e-05,1.62078544941121e-05,1.01588471187623
10,"Total_hd_count_last1yr",0.000480069595580574,0.000106738778608145,1.01588471187623
10,"Pulse",0.000452129751941545,6.21733165570349e-05,1.01588471187623
10,"Respiration",0.0001270475590887,3.73059777837258e-05,1.01588471187623
10,"SPO2",1.66331209380685e-05,1.87396831233295e-05,1.01588471187623
10,"BP_Diastolic",-0.00047131924314702,2.80510682012245e-05,1.01588471187623
10,"BP_Systolic",0.001008821320891,6.45894948605088e-05,1.01588471187623
10,"BICARBONATE",-0.000501384570624222,5.80188633993384e-05,1.01588471187623
10,"CREATININE",0.000490616516248366,3.30343685281112e-05,1.01588471187623
10,"POTASSIUM",8.77721228060039e-05,2.40297504054576e-05,1.01588471187623
10,"SODIUM",0.00296890412108899,0.000244816396273276,1.01588471187623
10,"MI",0.000566213944400849,7.5232896459961e-05,1.01588471187623
10,"CHF",0.0009846356468268,4.25797756684403e-05,1.01588471187623
10,"PVD",0.000590639378857871,3.67544362995419e-05,1.01588471187623
10,"Stroke",0.00020396094204786,3.96305921972598e-05,1.01588471187623
10,"Dementia",0.000458647611726892,9.41905748299806e-05,1.01588471187623
10,"Pulmonary",0.000294636960305785,2.22411282635871e-05,1.01588471187623
10,"Rheumatic",2.11190741568646e-05,2.39599353068005e-05,1.01588471187623
10,"PUD",4.70385589840988e-06,9.15291490663611e-07,1.01588471187623
10,"LiverMild",0.000772071780650414,0.00010298284081489,1.01588471187623
10,"Diabetes",0.000262579156043342,3.19774765542963e-05,1.01588471187623
10,"DMcx",0.00110566841290689,6.8437682982226e-05,1.01588471187623
10,"Paralysis",-9.94799334938411e-05,6.13976317989881e-05,1.01588471187623
10,"Renal",0.00465207281666811,0.000193691355680835,1.01588471187623
10,"Cancer",0.000801435057389007,0.000103942365259854,1.01588471187623
10,"LiverSevere",0.00233089596606352,0.000157684485927245,1.01588471187623
10,"Mets",0.00616850780258328,0.000375340760810897,1.01588471187623
10,"admit_cat",0.000471380312083962,0.000106848675198752,1.01588471187623
100,"Age",0.00362206694140453,0.000338272344268125,1.01360729058223
100,"Gender",0.000139662169050666,5.44567194099753e-05,1.01360729058223
100,"Race",-0.000212334126765784,8.77368805841957e-05,1.01360729058223
100,"ED_LOS",0.00101752642761567,0.000101939321534427,1.01360729058223
100,"Triage_Class_Code",0.00259100174859898,0.000143626898709597,1.01360729058223
100,"EDBoardingTime",2.20239273611936e-05,2.60598040993357e-06,1.01360729058223
100,"ConsultationWaitingTime",-0.000892758711881642,9.48758919228575e-05,1.01360729058223
100,"n_ed_6mth",0.0268381929477233,0.000691102528042012,1.01360729058223
100,"DayofWeek",-0.000207543069452373,0.00010873926318353,1.01360729058223
100,"LOS_inp",0.000493206046985202,4.93551592497662e-05,1.01360729058223
100,"VENTILATION",0,0,1.01360729058223
100,"resuscitation",-9.8941287765528e-05,1.46841081955532e-05,1.01360729058223
100,"Total_Num_Surgery_last1yr",-0.000151609175172675,1.63668887676111e-05,1.01360729058223
100,"Total_icu_count_last1yr",7.95576184782476e-06,7.9136468799061e-06,1.01360729058223
100,"Total_hd_count_last1yr",-0.000104960577520673,1.18700004181229e-05,1.01360729058223
100,"Pulse",0.000311659529031348,0.000148901748526484,1.01360729058223
100,"Respiration",-0.00042090848522718,0.000143324881416683,1.01360729058223
100,"SPO2",-0.0002511399100123,0.000102772894664776,1.01360729058223
100,"BP_Diastolic",-0.000114496428959187,6.31100056424421e-06,1.01360729058223
100,"BP_Systolic",-0.000228728114489919,1.3085155422548e-05,1.01360729058223
100,"BICARBONATE",0.000137903913279529,3.01604440417439e-05,1.01360729058223
100,"CREATININE",0.000891127821928884,5.83679709263696e-05,1.01360729058223
100,"POTASSIUM",-5.66307468596993e-05,1.98177175163131e-05,1.01360729058223
100,"SODIUM",0.00234127910644727,0.000218816576421726,1.01360729058223
100,"MI",1.59340154993734e-05,1.6735279147487e-06,1.01360729058223
100,"CHF",0.00220013504737166,9.65157819126703e-05,1.01360729058223
100,"PVD",0.00207938301074543,0.000177036137134505,1.01360729058223
100,"Stroke",0.000263765917238698,6.05661147517274e-05,1.01360729058223
100,"Dementia",0.000122186493484681,1.5887679227982e-05,1.01360729058223
100,"Pulmonary",4.99207105938792e-05,4.12478752541244e-06,1.01360729058223
100,"Rheumatic",5.25798462540129e-05,2.31246112278557e-05,1.01360729058223
100,"PUD",1.88814725489922e-05,5.28687296729164e-06,1.01360729058223
100,"LiverMild",0.000549316682416308,4.86313095202638e-05,1.01360729058223
100,"Diabetes",-0.000189128078708899,1.84216933122196e-05,1.01360729058223
100,"DMcx",-0.000202368851581318,1.21735106227712e-05,1.01360729058223
100,"Paralysis",7.28942416370425e-06,1.38663521733261e-05,1.01360729058223
100,"Renal",0.00400035278475797,0.000156836868930904,1.01360729058223
100,"Cancer",0.000636264846885628,0.000212025817149098,1.01360729058223
100,"LiverSevere",0.00140569399217674,7.90546059570814e-05,1.01360729058223
100,"Mets",0.00584111797664958,0.000497590255043249,1.01360729058223
100,"admit_cat",0.00102362430932601,0.000168786919630189,1.01360729058223
101,"Age",0.00391469433250805,0.000291816003979211,1.0353301301687
101,"Gender",5.99569173441249e-05,6.30255812991879e-05,1.0353301301687
101,"Race",0.000349517034265718,9.99605335704654e-05,1.0353301301687
101,"ED_LOS",-0.000254105570037973,0.000238188961327639,1.0353301301687
101,"Triage_Class_Code",0.00199228979227978,0.000219426059972801,1.0353301301687
101,"EDBoardingTime",0.00056151209673358,0.000101712155168716,1.0353301301687
